0,1,2
1363,YER060W-A,0
1364,YER061C,0
1365,YER062C,0
1366,YER063W,0
1367,YER064C,0
1368,YER065C,0
1369,YER066C-A,0
1370,YER066W,0
1371,YER067W,0
1372,YER068W,0
1373,YER069W,0
1374,YER070W,1
1375,YER071C,0
1376,YER073W,0
1377,YER075C,0
1378,YER076C,0
1379,YER077C,0
1380,YER078C,0
1381,YER079W,0
1382,YER081W,0
1383,YER082C,1
1384,YER083C,0
1385,YER084W,0
1386,YER086W,0
1387,YER087C-B,0
1388,YER087W,0
1389,YER088C,0
1390,YER089C,0
1391,YER090W,0
1392,YER091C,0
1393,YER092W,0
1394,YER093C,1
1395,YER094C,1
1396,YER095W,0
1397,YER096W,0
1398,YER098W,0
1399,YER099C,0
1400,YER100W,0
1401,YER101C,0
1402,YER103W,0
1403,YER104W,1
1404,YER105C,0
1405,YER106W,1
1406,YER107C,0
1407,YER109C,0
1408,YER110C,0
1409,YER111C,0
1410,YER112W,1
1411,YER113C,0
1412,YER114C,0
1413,YER115C,0
1414,YER116C,0
1415,YER117W,0
1416,YER118C,0
1417,YER119C,0
1418,YER120W,0
1419,YER121W,0
1420,YER122C,0
1421,YER123W,0
1422,YER124C,0
1423,YER125W,1
1424,YER126C,1
1425,YER127W,1
1426,YER128W,0
1427,YER129W,0
1428,YER131W,0
1429,YER132C,0
1430,YER133W,1
1431,YER136W,1
1432,YER137C,0
1433,YER138C,0
1434,YER139C,0
1435,YER140W,0
1436,YER142C,0
1437,YER143W,0
1438,YER144C,0
1439,YER145C,0
1440,YER146W,1
1441,YER147C,1
1442,YER148W,1
1443,YER149C,0
1444,YER150W,0
1445,YER151C,0
1446,YER152C,0
1447,YER153C,0
1448,YER154W,0
1449,YER155C,0
1450,YER156C,0
1451,YER157W,1
1452,YER158C,0
1453,YER159C,1
1454,YER159C-A,0
1455,YER160C,0
1456,YER161C,0
1457,YER162C,0
1458,YER163C,0
1459,YER164W,0
1460,YER165W,1
1461,YER166W,0
1462,YER167W,0
1463,YER168C,1
1464,YER169W,0
1465,YER170W,0
1466,YER171W,1
1467,YER172C,1
1468,YER173W,0
1469,YER174C,0
1470,YER175C,0
1471,YER176W,0
1472,YER177W,0
1473,YER178W,0
1474,YER179W,0
1475,YER180C,0
1476,YER181C,0
1477,YER182W,0
1478,YER183C,0
1479,YER184C,0
1480,YER186C,0
1481,YER188W,0
1482,YER189W,0
1483,YFL001W,0
1484,YFL002C,1
1485,YFL002W-B,0
1486,YFL003C,0
1487,YFL004W,0
1488,YFL005W,1
1489,YFL007W,0
1490,YFL008W,1
1491,YFL009W,1
1492,YFL010C,0
1493,YFL010W-A,0
1494,YFL011W,0
1495,YFL012W,0
1496,YFL013C,0
1497,YFL014W,0
1498,YFL015C,0
1499,YFL016C,0
1500,YFL017C,1
1501,YFL017W-A,1
1502,YFL018C,0
1503,YFL020C,0
1504,YFL021W,0
1505,YFL022C,1
1506,YFL023W,1
1507,YFL024C,1
1508,YFL025C,0
1509,YFL026W,0
1510,YFL027C,0
1511,YFL028C,0
1512,YFL029C,1
1513,YFL030W,0
1514,YFL031W,0
1515,YFL033C,0
1516,YFL034C-B,1
1517,YFL034W,0
1518,YFL036W,0
1519,YFL037W,1
1520,YFL038C,1
1521,YFL039C,1
1522,YFL040W,0
1523,YFL041W,0
1524,YFL042C,0
1525,YFL044C,0
1526,YFL045C,1
1527,YFL047W,0
1528,YFL048C,0
1529,YFL049W,0
1530,YFL050C,0
1531,YFL051C,0
1532,YFL052W,0
1533,YFL053W,0
1534,YFL054C,0
1535,YFL055W,0
1536,YFL056C,0
1537,YFL058W,0
1538,YFL059W,0
1539,YFL060C,0
1540,YFL061W,0
1541,YFL062W,0
1542,YFL063W,0
1543,YFL065C,0
1544,YFL066C,0
1545,YFL067W,0
1546,YFR001W,0
1547,YFR002W,1
1548,YFR003C,1
1549,YFR004W,1
1550,YFR006W,0
1551,YFR007W,0
1552,YFR008W,0
1553,YFR009W,0
1554,YFR010W,0
1555,YFR011C,0
1556,YFR012W,0
1557,YFR013W,0
1558,YFR014C,0
1559,YFR015C,0
1560,YFR016C,0
1561,YFR017C,0
1562,YFR018C,0
1563,YFR019W,0
1564,YFR021W,0
1565,YFR022W,0
1566,YFR024C-A,0
1567,YFR026C,0
1568,YFR027W,1
1569,YFR028C,1
1570,YFR029W,1
1571,YFR030W,0
1572,YFR031C,1
1573,YFR032C,0
1574,YFR033C,0
1575,YFR034C,0
1576,YFR036W,0
1577,YFR037C,1
1578,YFR038W,0
1579,YFR039C,0
1580,YFR040W,0
1581,YFR042W,1
1582,YFR043C,0
1583,YFR044C,0
1584,YFR045W,0
1585,YFR046C,0
1586,YFR047C,0
1587,YFR049W,0
1588,YFR050C,1
1589,YFR051C,1
1590,YFR052W,1
1591,YFR053C,0
1592,YFR054C,0
1593,YFR055W,0
1594,YFR057W,0
1595,YGL001C,1
1596,YGL003C,1
1597,YGL004C,0
1598,YGL005C,0
1599,YGL006W,0
1600,YGL008C,1
1601,YGL009C,0
1602,YGL010W,0
1603,YGL011C,1
1604,YGL012W,0
1605,YGL013C,0
1606,YGL014W,1
1607,YGL015C,0
1608,YGL016W,0
1609,YGL017W,0
1610,YGL018C,1
1611,YGL019W,0
1612,YGL020C,0
1613,YGL021W,0
1614,YGL022W,1
1615,YGL023C,0
1616,YGL024W,0
1617,YGL025C,0
1618,YGL026C,0
1619,YGL027C,0
1620,YGL028C,0
1621,YGL029W,1
1622,YGL030W,1
1623,YGL032C,0
1624,YGL035C,0
1625,YGL036W,0
1626,YGL037C,0
1627,YGL038C,0
1628,YGL039W,0
1629,YGL040C,1
1630,YGL042C,0
1631,YGL043W,0
1632,YGL044C,1
1633,YGL045W,0
1634,YGL047W,1
1635,YGL048C,1
1636,YGL049C,0
1637,YGL050W,0
1638,YGL051W,0
1639,YGL052W,0
1640,YGL053W,0
1641,YGL054C,0
1642,YGL055W,1
1643,YGL057C,0
1644,YGL058W,0
1645,YGL059W,0
1646,YGL060W,0
1647,YGL061C,1
1648,YGL062W,0
1649,YGL063W,0
1650,YGL064C,0
1651,YGL065C,1
1652,YGL066W,0
1653,YGL068W,1
1654,YGL069C,1
1655,YGL070C,0
1656,YGL071W,0
1657,YGL072C,0
1658,YGL073W,1
1659,YGL074C,1
1660,YGL075C,1
1661,YGL077C,0
1662,YGL078C,0
1663,YGL079W,0
1664,YGL081W,0
1665,YGL083W,0
1666,YGL084C,1
1667,YGL085W,0
1668,YGL086W,0
1669,YGL087C,0
1670,YGL090W,0
1671,YGL091C,1
1672,YGL092W,1
1673,YGL093W,1
1674,YGL094C,0
1675,YGL095C,0
1676,YGL096W,0
1677,YGL097W,1
1678,YGL098W,1
1679,YGL099W,1
1680,YGL100W,0
1681,YGL102C,1
1682,YGL104C,0
1683,YGL105W,0
1684,YGL106W,1
1685,YGL110C,0
1686,YGL111W,1
1687,YGL112C,1
1688,YGL113W,1
1689,YGL114W,0
1690,YGL115W,0
1691,YGL116W,1
1692,YGL117W,0
1693,YGL119W,0
1694,YGL120C,1
1695,YGL121C,0
1696,YGL122C,1
1697,YGL124C,0
1698,YGL125W,0
1699,YGL126W,0
1700,YGL127C,0
1701,YGL128C,1
1702,YGL129C,0
1703,YGL130W,1
1704,YGL131C,0
1705,YGL132W,0
1706,YGL133W,0
1707,YGL134W,0
1708,YGL137W,1
1709,YGL138C,0
1710,YGL139W,0
1711,YGL141W,0
1712,YGL142C,1
1713,YGL143C,0
1714,YGL144C,0
1715,YGL145W,1
1716,YGL146C,0
1717,YGL147C,0
1718,YGL148W,0
1719,YGL149W,0
1720,YGL150C,1
1721,YGL151W,0
1722,YGL153W,0
1723,YGL154C,0
1724,YGL155W,1
1725,YGL156W,0
1726,YGL157W,0
1727,YGL158W,0
1728,YGL161C,0
1729,YGL162W,0
1730,YGL163C,0
1731,YGL165C,0
1732,YGL166W,1
1733,YGL167C,0
1734,YGL168W,0
1735,YGL169W,1
1736,YGL170C,0
1737,YGL171W,1
1738,YGL172W,1
1739,YGL173C,0
1740,YGL174W,0
1741,YGL175C,0
1742,YGL177W,0
1743,YGL178W,0
1744,YGL179C,0
1745,YGL180W,1
1746,YGL181W,0
1747,YGL183C,0
1748,YGL184C,0
1749,YGL185C,0
1750,YGL186C,0
1751,YGL187C,0
1752,YGL189C,1
1753,YGL190C,0
1754,YGL192W,0
1755,YGL194C,0
1756,YGL195W,0
1757,YGL197W,0
1758,YGL198W,0
1759,YGL200C,0
1760,YGL201C,1
1761,YGL202W,0
1762,YGL204C,0
1763,YGL205W,0
1764,YGL206C,0
1765,YGL207W,1
1766,YGL208W,0
1767,YGL210W,0
1768,YGL212W,0
1769,YGL213C,1
1770,YGL214W,0
1771,YGL215W,0
1772,YGL216W,0
1773,YGL217C,0
1774,YGL220W,0
1775,YGL221C,0
1776,YGL222C,0
1777,YGL223C,0
1778,YGL225W,1
1779,YGL226C-A,0
1780,YGL226W,0
1781,YGL227W,0
1782,YGL229C,0
1783,YGL230C,0
1784,YGL233W,1
1785,YGL234W,0
1786,YGL235W,0
1787,YGL236C,1
1788,YGL237C,0
1789,YGL238W,1
1790,YGL239C,1
1791,YGL240W,0
1792,YGL241W,0
1793,YGL242C,0
1794,YGL244W,0
1795,YGL245W,1
1796,YGL246C,0
1797,YGL247W,1
1798,YGL249W,0
1799,YGL250W,0
1800,YGL251C,0
1801,YGL252C,0
1802,YGL253W,0
1803,YGL254W,0
1804,YGL256W,0
1805,YGL258W,0
1806,YGL259W,0
1807,YGL263W,0
1808,YGR002C,1
1809,YGR003W,0
1810,YGR004W,0
1811,YGR005C,1
1812,YGR006W,0
1813,YGR009C,1
1814,YGR010W,0
1815,YGR013W,1
1816,YGR014W,0
1817,YGR016W,0
1818,YGR017W,0
1819,YGR018C,0
1820,YGR020C,0
1821,YGR021W,0
1822,YGR023W,0
1823,YGR024C,1
1824,YGR026W,0
1825,YGR028W,0
1826,YGR029W,1
1827,YGR030C,1
1828,YGR031W,0
1829,YGR032W,0
1830,YGR033C,0
1831,YGR034W,0
1832,YGR035C,0
1833,YGR036C,0
1834,YGR037C,0
1835,YGR038W,0
1836,YGR040W,0
1837,YGR041W,0
1838,YGR042W,0
1839,YGR045C,0
1840,YGR046W,1
1841,YGR047C,1
1842,YGR048W,1
1843,YGR049W,0
1844,YGR050C,0
1845,YGR052W,0
1846,YGR053C,0
1847,YGR054W,0
1848,YGR055W,0
1849,YGR056W,0
1850,YGR057C,0
1851,YGR058W,0
1852,YGR059W,0
1853,YGR060W,1
1854,YGR061C,0
1855,YGR062C,0
1856,YGR063C,0
1857,YGR064W,0
1858,YGR065C,1
1859,YGR066C,0
1860,YGR067C,0
1861,YGR068C,0
1862,YGR069W,0
1863,YGR070W,0
1864,YGR071C,0
1865,YGR072W,0
1866,YGR073C,1
1867,YGR074W,1
1868,YGR075C,1
1869,YGR076C,0
1870,YGR077C,0
1871,YGR078C,0
1872,YGR079W,0
1873,YGR080W,0
1874,YGR081C,0
1875,YGR082W,1
1876,YGR083C,1
1877,YGR084C,0
1878,YGR085C,0
1879,YGR086C,0
1880,YGR087C,0
1881,YGR088W,0
1882,YGR089W,0
1883,YGR090W,1
1884,YGR091W,1
1885,YGR092W,0
1886,YGR094W,1
1887,YGR095C,1
1888,YGR097W,0
1889,YGR098C,1
1890,YGR099W,1
1891,YGR100W,0
1892,YGR101W,0
1893,YGR102C,0
1894,YGR103W,1
1895,YGR104C,0
1896,YGR105W,0
1897,YGR107W,0
1898,YGR108W,0
1899,YGR109C,0
1900,YGR110W,0
1901,YGR111W,0
1902,YGR113W,1
1903,YGR114C,1
1904,YGR115C,1
1905,YGR116W,1
1906,YGR117C,0
1907,YGR119C,1
1908,YGR120C,1
1909,YGR121C,0
1910,YGR122W,0
1911,YGR123C,0
1912,YGR124W,0
1913,YGR125W,0
1914,YGR126W,0
1915,YGR128C,1
1916,YGR129W,0
1917,YGR130C,0
1918,YGR131W,0
1919,YGR132C,0
1920,YGR133W,0
1921,YGR134W,0
1922,YGR135W,0
1923,YGR136W,0
1924,YGR138C,0
1925,YGR139W,0
1926,YGR140W,1
1927,YGR141W,0
1928,YGR142W,0
1929,YGR143W,0
1930,YGR144W,0
1931,YGR145W,1
1932,YGR146C,0
1933,YGR148C,0
1934,YGR149W,0
1935,YGR150C,0
1936,YGR151C,0
1937,YGR152C,0
1938,YGR153W,0
1939,YGR154C,0
1940,YGR155W,1
1941,YGR156W,1
1942,YGR157W,0
1943,YGR158C,1
1944,YGR159C,1
1945,YGR160W,0
1946,YGR161C,0
1947,YGR161C-D,0
1948,YGR161W-B,0
1949,YGR162W,0
1950,YGR163W,0
1951,YGR165W,0
1952,YGR166W,0
1953,YGR167W,0
1954,YGR168C,0
1955,YGR169C,0
1956,YGR170W,0
1957,YGR171C,0
1958,YGR172C,1
1959,YGR173W,0
1960,YGR174C,0
1961,YGR175C,1
1962,YGR177C,0
1963,YGR178C,0
1964,YGR179C,1
1965,YGR180C,0
1966,YGR181W,0
1967,YGR182C,0
1968,YGR184C,0
1969,YGR185C,1
1970,YGR186W,1
1971,YGR187C,0
1972,YGR188C,0
1973,YGR189C,0
1974,YGR191W,1
1975,YGR192C,0
1976,YGR193C,0
1977,YGR194C,0
1978,YGR195W,1
1979,YGR196C,0
1980,YGR197C,0
1981,YGR198W,1
1982,YGR199W,0
1983,YGR200C,0
1984,YGR201C,0
1985,YGR202C,0
1986,YGR203W,0
1987,YGR204W,0
1988,YGR205W,0
1989,YGR206W,0
1990,YGR207C,0
1991,YGR208W,0
1992,YGR209C,0
1993,YGR210C,0
1994,YGR211W,1
1995,YGR213C,0
1996,YGR214W,0
1997,YGR215W,0
1998,YGR216C,1
1999,YGR217W,0
2000,YGR218W,1
2001,YGR219W,0
2002,YGR220C,0
2003,YGR221C,0
2004,YGR222W,0
2005,YGR223C,0
2006,YGR224W,0
2007,YGR225W,0
2008,YGR227W,0
2009,YGR228W,0
2010,YGR229C,0
2011,YGR231C,0
2012,YGR232W,0
2013,YGR233C,0
2014,YGR234W,0
2015,YGR235C,0
2016,YGR236C,0
2017,YGR237C,0
2018,YGR238C,0
2019,YGR239C,0
2020,YGR240C,0
2021,YGR241C,0
2022,YGR242W,0
2023,YGR243W,0
2024,YGR244C,1
2025,YGR245C,1
2026,YGR246C,1
2027,YGR247W,0
2028,YGR249W,0
2029,YGR250C,0
2030,YGR251W,1
2031,YGR252W,0
2032,YGR253C,1
2033,YGR254W,0
2034,YGR255C,0
2035,YGR256W,0
2036,YGR257C,0
2037,YGR258C,0
2038,YGR260W,0
2039,YGR261C,0
2040,YGR262C,0
2041,YGR263C,0
2042,YGR264C,1
2043,YGR266W,0
2044,YGR267C,1
2045,YGR268C,0
2046,YGR269W,0
2047,YGR270W,0
2048,YGR271W,0
2049,YGR274C,1
2050,YGR275W,0
2051,YGR276C,0
2052,YGR277C,1
2053,YGR278W,1
2054,YGR279C,0
2055,YGR280C,1
2056,YGR281W,0
2057,YGR282C,0
2058,YGR283C,0
2059,YGR284C,0
2060,YGR285C,0
2061,YGR289C,0
2062,YGR290W,0
2063,YGR291C,0
2064,YGR292W,0
2065,YGR293C,0
2066,YGR294W,1
2067,YGR295C,0
2068,YGR296W,0
2069,YHL001W,0
2070,YHL002W,0
2071,YHL003C,0
2072,YHL004W,0
2073,YHL005C,0
2074,YHL006C,0
2075,YHL007C,0
2076,YHL008C,0
2077,YHL009C,0
2078,YHL010C,0
2079,YHL011C,0
2080,YHL014C,0
2081,YHL015W,1
2082,YHL016C,0
2083,YHL017W,0
2084,YHL018W,0
2085,YHL019C,0
2086,YHL020C,0
2087,YHL021C,0
2088,YHL022C,0
2089,YHL023C,0
2090,YHL024W,0
2091,YHL025W,0
2092,YHL026C,0
2093,YHL027W,0
2094,YHL029C,0
2095,YHL030W,0
2096,YHL031C,0
2097,YHL032C,0
2098,YHL033C,0
2099,YHL034C,0
2100,YHL035C,0
2101,YHL036W,0
2102,YHL038C,0
2103,YHL039W,0
2104,YHL042W,0
2105,YHL043W,0
2106,YHL044W,0
2107,YHL045W,0
2108,YHL046C,0
2109,YHL047C,0
2110,YHL048W,0
2111,YHL049C,0
2112,YHL050C,0
2113,YHR001W,0
2114,YHR002W,0
2115,YHR003C,0
2116,YHR004C,0
2117,YHR005C,1
2118,YHR005C-A,1
2119,YHR007C,1
2120,YHR008C,0
2121,YHR009C,1
2122,YHR011W,0
2123,YHR012W,0
2124,YHR013C,0
2125,YHR014W,1
2126,YHR015W,0
2127,YHR016C,0
2128,YHR018C,0
2129,YHR019C,1
2130,YHR020W,1
2131,YHR022C,0
2132,YHR023W,1
2133,YHR024C,1
2134,YHR025W,0
2135,YHR026W,0
2136,YHR027C,1
2137,YHR028C,0
2138,YHR030C,0
2139,YHR031C,0
2140,YHR032W,0
2141,YHR033W,0
2142,YHR034C,0
2143,YHR035W,0
2144,YHR036W,1
2145,YHR038W,0
2146,YHR039C,0
2147,YHR039C-A,0
2148,YHR040W,1
2149,YHR041C,0
2150,YHR042W,1
2151,YHR043C,0
2152,YHR044C,0
2153,YHR045W,0
2154,YHR046C,0
2155,YHR047C,0
2156,YHR048W,0
2157,YHR049W,0
2158,YHR050W,0
2159,YHR051W,0
2160,YHR052W,1
2161,YHR053C,0
2162,YHR056C,0
2163,YHR057C,0
2164,YHR058C,1
2165,YHR059W,0
2166,YHR060W,0
2167,YHR061C,0
2168,YHR062C,1
2169,YHR063C,0
2170,YHR064C,0
2171,YHR065C,1
2172,YHR066W,0
2173,YHR067W,0
2174,YHR068W,1
2175,YHR069C,1
2176,YHR070W,1
2177,YHR071W,0
2178,YHR072W,1
2179,YHR072W-A,1
2180,YHR073W,0
2181,YHR074W,1
2182,YHR075C,0
2183,YHR076W,0
2184,YHR077C,0
2185,YHR078W,0
2186,YHR079C,0
2187,YHR079C-A,0
2188,YHR080C,0
2189,YHR081W,0
2190,YHR082C,1
2191,YHR083W,1
2192,YHR084W,1
2193,YHR085W,1
2194,YHR086W,1
2195,YHR087W,0
2196,YHR088W,1
2197,YHR089C,1
2198,YHR090C,0
2199,YHR091C,0
2200,YHR092C,0
2201,YHR094C,0
2202,YHR096C,0
2203,YHR097C,0
2204,YHR098C,1
2205,YHR099W,1
2206,YHR100C,0
2207,YHR102W,1
2208,YHR103W,0
2209,YHR105W,0
2210,YHR106W,0
2211,YHR107C,1
2212,YHR108W,0
2213,YHR109W,0
2214,YHR110W,0
2215,YHR111W,0
2216,YHR112C,0
2217,YHR113W,0
2218,YHR114W,0
2219,YHR115C,0
2220,YHR116W,0
2221,YHR117W,0
2222,YHR118C,1
2223,YHR119W,0
2224,YHR120W,0
2225,YHR121W,0
2226,YHR122W,1
2227,YHR123W,0
2228,YHR124W,0
2229,YHR127W,0
2230,YHR128W,1
2231,YHR129C,0
2232,YHR130C,0
2233,YHR132C,0
2234,YHR133C,0
2235,YHR134W,0
2236,YHR135C,0
2237,YHR136C,0
2238,YHR137W,0
2239,YHR138C,0
2240,YHR140W,0
2241,YHR142W,0
2242,YHR143W,0
2243,YHR143W-A,1
2244,YHR144C,0
2245,YHR145C,0
2246,YHR147C,0
2247,YHR148W,1
2248,YHR149C,0
2249,YHR151C,0
2250,YHR152W,0
2251,YHR154W,0
2252,YHR156C,0
2253,YHR157W,0
2254,YHR158C,0
2255,YHR159W,0
2256,YHR160C,0
2257,YHR161C,0
2258,YHR163W,0
2259,YHR164C,1
2260,YHR165C,1
2261,YHR166C,1
2262,YHR167W,0
2263,YHR168W,0
2264,YHR169W,1
2265,YHR170W,1
2266,YHR171W,0
2267,YHR172W,1
2268,YHR174W,0
2269,YHR175W,0
2270,YHR177W,0
2271,YHR178W,0
2272,YHR179W,0
2273,YHR180W,0
2274,YHR182W,0
2275,YHR183W,0
2276,YHR184W,0
2277,YHR185C,0
2278,YHR186C,1
2279,YHR187W,0
2280,YHR188C,1
2281,YHR189W,0
2282,YHR190W,1
2283,YHR191C,0
2284,YHR193C,0
2285,YHR194W,0
2286,YHR195W,0
2287,YHR196W,1
2288,YHR197W,1
2289,YHR198C,0
2290,YHR199C,0
2291,YHR200W,0
2292,YHR201C,0
2293,YHR203C,0
2294,YHR204W,0
2295,YHR205W,0
2296,YHR206W,0
2297,YHR207C,0
2298,YHR208W,0
2299,YHR209W,0
2300,YHR211W,0
2301,YHR212W-A,0
2302,YHR214C-B,0
2303,YHR214W-A,0
2304,YHR215W,0
2305,YHR216W,0
2306,YIL001W,0
2307,YIL002C,0
2308,YIL004C,1
2309,YIL005W,0
2310,YIL006W,0
2311,YIL007C,0
2312,YIL008W,0
2313,YIL009C-A,0
2314,YIL009W,0
2315,YIL010W,0
2316,YIL011W,0
2317,YIL013C,0
2318,YIL014W,0
2319,YIL016W,0
2320,YIL017C,0
2321,YIL018W,0
2322,YIL019W,1
2323,YIL020C,0
2324,YIL021W,1
2325,YIL022W,1
2326,YIL023C,0
2327,YIL024C,0
2328,YIL025C,0
2329,YIL026C,1
2330,YIL027C,0
2331,YIL028W,0
2332,YIL029C,0
2333,YIL030C,0
2334,YIL031W,1
2335,YIL032C,0
2336,YIL033C,0
2337,YIL034C,0
2338,YIL035C,0
2339,YIL037C,0
2340,YIL038C,0
2341,YIL039W,0
2342,YIL040W,0
2343,YIL041W,0
2344,YIL042C,0
2345,YIL044C,0
2346,YIL045W,0
2347,YIL046W,1
2348,YIL047C,0
2349,YIL048W,1
2350,YIL049W,0
2351,YIL050W,0
2352,YIL051C,1
2353,YIL052C,0
2354,YIL053W,0
2355,YIL054W,0
2356,YIL055C,0
2357,YIL056W,0
2358,YIL057C,0
2359,YIL059C,0
2360,YIL060W,0
2361,YIL061C,1
2362,YIL062C,1
2363,YIL063C,1
2364,YIL064W,0
2365,YIL065C,0
2366,YIL066C,0
2367,YIL068C,1
2368,YIL070C,0
2369,YIL071C,0
2370,YIL072W,0
2371,YIL074C,0
2372,YIL075C,1
2373,YIL076W,0
2374,YIL077C,0
2375,YIL078W,1
2376,YIL079C,0
2377,YIL082W,0
2378,YIL082W-A,0
2379,YIL084C,0
2380,YIL085C,0
2381,YIL086C,0
2382,YIL088C,0
2383,YIL091C,1
2384,YIL092W,0
2385,YIL093C,0
2386,YIL094C,0
2387,YIL095W,0
2388,YIL096C,0
2389,YIL097W,0
2390,YIL098C,0
2391,YIL101C,0
2392,YIL103W,0
2393,YIL104C,1
2394,YIL105C,0
2395,YIL106W,1
2396,YIL108W,0
2397,YIL109C,1
2398,YIL110W,0
2399,YIL111W,0
2400,YIL112W,0
2401,YIL113W,0
2402,YIL114C,0
2403,YIL115C,1
2404,YIL117C,0
2405,YIL118W,1
2406,YIL119C,0
2407,YIL120W,0
2408,YIL121W,0
2409,YIL122W,0
2410,YIL124W,0
2411,YIL125W,0
2412,YIL126W,1
2413,YIL128W,0
2414,YIL129C,1
2415,YIL130W,0
2416,YIL131C,0
2417,YIL132C,0
2418,YIL134W,0
2419,YIL135C,0
2420,YIL136W,0
2421,YIL137C,1
2422,YIL138C,0
2423,YIL139C,0
2424,YIL140W,0
2425,YIL141W,0
2426,YIL142W,1
2427,YIL143C,1
2428,YIL144W,1
2429,YIL145C,0
2430,YIL147C,1
2431,YIL148W,0
2432,YIL149C,0
2433,YIL150C,1
2434,YIL151C,0
2435,YIL152W,0
2436,YIL153W,0
2437,YIL154C,0
2438,YIL156W,0
2439,YIL157C,0
2440,YIL158W,0
2441,YIL159W,0
2442,YIL160C,0
2443,YIL162W,0
2444,YIL163C,0
2445,YIL166C,0
2446,YIL169C,0
2447,YIL172C,0
2448,YIL173W,0
2449,YIL177C,0
2450,YIR001C,0
2451,YIR002C,0
2452,YIR003W,0
2453,YIR004W,1
2454,YIR005W,0
2455,YIR006C,1
2456,YIR008C,1
2457,YIR009W,0
2458,YIR010W,1
2459,YIR011C,1
2460,YIR012W,1
2461,YIR013C,0
2462,YIR014W,0
2463,YIR016W,0
2464,YIR017C,0
2465,YIR018W,0
2466,YIR021W,0
2467,YIR022W,1
2468,YIR023W,0
2469,YIR024C,0
2470,YIR025W,0
2471,YIR026C,0
2472,YIR027C,0
2473,YIR028W,0
2474,YIR031C,0
2475,YIR032C,0
2476,YIR033W,0
2477,YIR034C,0
2478,YIR035C,0
2479,YIR036C,0
2480,YIR037W,0
2481,YIR038C,0
2482,YIR039C,0
2483,YIR040C,0
2484,YIR042C,0
2485,YJL001W,1
2486,YJL002C,1
2487,YJL004C,0
2488,YJL005W,1
2489,YJL006C,0
2490,YJL008C,1
2491,YJL010C,1
2492,YJL011C,1
2493,YJL012C,1
2494,YJL013C,0
2495,YJL014W,1
2496,YJL015C,1
2497,YJL016W,0
2498,YJL019W,1
2499,YJL020C,0
2500,YJL023C,0
2501,YJL024C,0
2502,YJL025W,1
2503,YJL026W,1
2504,YJL029C,0
2505,YJL030W,0
2506,YJL031C,1
2507,YJL032W,1
2508,YJL033W,1
2509,YJL034W,1
2510,YJL035C,1
2511,YJL036W,0
2512,YJL039C,1
2513,YJL041W,1
2514,YJL042W,0
2515,YJL043W,0
2516,YJL044C,0
2517,YJL045W,0
2518,YJL047C,0
2519,YJL048C,0
2520,YJL050W,1
2521,YJL052W,0
2522,YJL053W,0
2523,YJL054W,1
2524,YJL055W,0
2525,YJL056C,0
2526,YJL057C,0
2527,YJL058C,0
2528,YJL059W,0
2529,YJL060W,0
2530,YJL061W,1
2531,YJL062W,0
2532,YJL063C,0
2533,YJL064W,0
2534,YJL065C,0
2535,YJL066C,0
2536,YJL067W,0
2537,YJL068C,0
2538,YJL069C,1
2539,YJL070C,0
2540,YJL071W,0
2541,YJL072C,1
2542,YJL074C,1
2543,YJL075C,0
2544,YJL076W,1
2545,YJL078C,0
2546,YJL079C,0
2547,YJL080C,0
2548,YJL081C,1
2549,YJL082W,0
2550,YJL083W,0
2551,YJL084C,0
2552,YJL085W,1
2553,YJL086C,1
2554,YJL087C,1
2555,YJL088W,0
2556,YJL089W,0
2557,YJL090C,1
2558,YJL091C,1
2559,YJL092W,0
2560,YJL093C,0
2561,YJL094C,0
2562,YJL095W,0
2563,YJL096W,0
2564,YJL097W,1
2565,YJL098W,0
2566,YJL099W,0
2567,YJL100W,0
2568,YJL102W,0
2569,YJL106W,0
2570,YJL107C,0
2571,YJL108C,0
2572,YJL109C,1
2573,YJL110C,0
2574,YJL111W,1
2575,YJL112W,0
2576,YJL114W,0
2577,YJL115W,0
2578,YJL117W,0
2579,YJL118W,0
2580,YJL120W,0
2581,YJL122W,0
2582,YJL123C,1
2583,YJL124C,0
2584,YJL125C,1
2585,YJL128C,0
2586,YJL129C,0
2587,YJL130C,0
2588,YJL131C,0
2589,YJL133W,0
2590,YJL134W,0
2591,YJL135W,0
2592,YJL137C,0
2593,YJL138C,0
2594,YJL139C,0
2595,YJL140W,0
2596,YJL141C,0
2597,YJL142C,0
2598,YJL143W,1
2599,YJL145W,0
2600,YJL146W,0
2601,YJL149W,0
2602,YJL151C,0
2603,YJL152W,0
2604,YJL153C,0
2605,YJL154C,0
2606,YJL155C,0
2607,YJL156C,1
2608,YJL157C,1
2609,YJL158C,0
2610,YJL159W,0
2611,YJL160C,0
2612,YJL162C,0
2613,YJL163C,0
2614,YJL164C,1
2615,YJL165C,0
2616,YJL166W,0
2617,YJL167W,1
2618,YJL168C,0
2619,YJL170C,0
2620,YJL172W,0
2621,YJL173C,1
2622,YJL174W,1
2623,YJL175W,0
2624,YJL176C,0
2625,YJL178C,0
2626,YJL179W,0
2627,YJL180C,0
2628,YJL181W,0
2629,YJL182C,0
2630,YJL183W,0
2631,YJL184W,1
2632,YJL185C,0
2633,YJL186W,0
2634,YJL187C,0
2635,YJL189W,0
2636,YJL190C,0
2637,YJL191W,0
2638,YJL192C,0
2639,YJL193W,0
2640,YJL194W,1
2641,YJL195C,1
